33670,Contract Systems Analyst (Bid Ref 54115-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) System implementation and support of Smart Library System and projects under the Hong Kong Public Libraries of LCSD""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LCSD; ;Administer and monitor the server infrastructure for IT systems under the Hong Kong Public Libraries ;Organise and provide technical support in IT Security Operation such as SRAA, patch management, incident handling, etc. ;Collaborate with application teams and security teams for system implementation and ongoing support activities; ;Liaise with users and vendors for system changes and enhancements; ;Compile project and technical documents, such as project plans, technical specifications, and test reports. ;Provide on-call technical support and other duties assigned by supervisor ;Work irregular hours if necessary ;""",6.0,4.0,"""Degree in Computer Science / Computer Studies, or equivalent; ;Solid experience in system infrastructure, including Windows/Linux platform, Virtualisation platform (e.g. VMware, Hyper-V, FusionSphere), system storage (SAN, NAS) and Container technology (Docker, K8S); ;Solid experience in system management and monitoring tools, such as ManageEngine, PRTG and Splunk; ;Solid experience in IT security operation activities, including SRAA, patch management, incident handling, anti-virus tools and log review, etc; ;Solid experience in supporting large-scale Government public facing system; ;Sound knowledge with database technologies and architecture; ;Strong organizational skills, attention to detail, problem-solving and critical thinking skills; ;Excellent collaboration and communication skills; and ;Good command of written and spoken English and Chinese. ;Technical Skills: ;. At least 4 years' experience in Information Security Management (ISM); ;. At least 4 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 3 years' experience in Server Virtualisation Technology (SVT); ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in MySQL (MSQ) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in the management and support of Government systems and services (GSS); ;. At least 4 years' experience in IT service/outsourcing management (OUT); ;. 3 years' experience in project management (PRM) is an advantage; ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,26 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33670"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSS,,,,,,,,,,,,,,,ISM,,,,,,,,,,,,,,,,,,,LIN,,,,,,,,,,,,MSQ,,,,,,,,,,,,,,,,,,,,,OUT,,,,,,,,,,,,PRM,,,,,,,,,,,,,,,,SIM,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33823,Contract Systems Analyst (Bid Ref 54267-1),1,1,Application Development,Contract,10 Apr 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Mainly at NPGO. The staff is required to work in other offices in Hong Kong when requested.,N/A - N/A,"""(T26) Maintenance and enhancement of the application systems and supporting the development of the Imagery Repository of LandsD.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;- To maintain and enhance the existing IT application of PASS;;- To liaise with Government B/Ds to collect and analyze user requirements, and design technical solutions;;- To design and implement web GIS applications for utilizing and disseminating imagery data;;- To design, develop and implement a scalable and secure application architecture for the Internet/Intranet applications, such as the Imagery Repository;;- To conduct program testing, system testing and develop systematic test cases to support the user acceptance test;;- To conduct quality assurance, verification and rectification of data and applications;;- To prepare and maintain program documentation (e.g. data and function specifications, etc.);;- To prepare project reports and specifications; and;- To perform any other duties as assigned by supervisor. ;""",10.0,4.0,"""- Holder of a degree awarded by a university in Hong Kong or a degree awarded by an overseas education institution to a Hong Kong resident, or equivalent;;- The degree shall be related to Geo-informatics, Geomatics Engineering, Geographic Information Science, Computer Science, Computer Engineering, Information Engineering, Information Technology or equivalent;;- Solid knowledge and experience system design and development of web-based enterprise GIS systems.;- Have at least 10 years post qualification information technology experience of which 4 years in the similar capacity;;- Possessing strong sense of analytical and problem solving skills; and;- Good command of both spoken and written Chinese and English. ;Technical Skills: ;. At least 5 years' experience in Client/Server Application Development (C/S); ;. At least 5 years' experience in Geographic Information System (GIS); ;. At least 5 years' experience in JavaScript Programming (JAP); ;. At least 5 years' experience in Multi-tier System Integration (MSI); ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 5 years' experience in Structured Query Language (SQL); ;. At least 5 years' experience in Web Services (WSV); ;. 1 year's experience in business intelligence/data mining (BDM) is an advantage; ;. 1 year's experience in .NET C# (NEC) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33823"")",,,,,,,,BDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIS,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,,,,,,,,,,,,,MSI,,,,,,,,,NEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSV,
33784,Contract Project Manager (Bid Ref 54180-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development, Maintenance and Support of IT Systems for the Land Registry (LR)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- This is a project-based post.;- To lead a team of IT staff and work collaboratively with other IT teams or contractors for the development of large scale in-house IT systems for the LR;;- To provide IT support to the IT systems and online services;;- To plan, coordinate and facilitate the conduct of user acceptance tests;;- To plan and coordinate the deployment and release of IT systems to production including publicity arrangement;;- To conduct quality review (and testing) on the technical products; and;- To handle system incidents and assist in service resumption. ;""",10.0,2.0,"""- Excellence in verbal and written communication in both English and Chinese;;- Solid hands-on experience in the development, maintenance and support of IT systems especially for land registration or land conveyancing business;;- Solid hands-on experience in developing bilingual online applications, document management and imaging systems under Unix/Oracle platform;;- Strong knowledge and experience in RAD or OO Analysis and Design;;- May have to work in other LR offices within HK territory and outside normal office hours (including Saturday, Sunday and Public Holiday). ;Technical Skills: ;. At least 4 years' experience in PRINCE (PRE); ;. At least 3 years' experience in Electronic Form (EFM); ;. At least 3 years' experience in Imaging (IMG); ;. At least 3 years' experience in J2EE Development (JDE); ;. 6 months' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in Structured Query Language (SQL) is an advantage; ;. 6 months' experience in UNIX (UNX) is an advantage; ;. 6 months' experience in Web Programming (WEB) is an advantage; ;. 6 months' experience in Document Flow/Workflow Management System (DOC) is an advantage. ;Non-technical Skills: ;. Good written English is a must; ;. 6 months' experience in quality assurance (QAS) is an advantage; ;. 6 months' experience in work with the Government (GOV) is an advantage; ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33784"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,EFM,,,,,,,,,,,,,,,GOV,,,GSS,,,,,,,,,,IMG,,,,,,,,,,,,,,,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,,,,,,,,,,,,PRE,,,,QAS,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,UNX,,,,,,,,,,,,,WEB,,,,,,,,,,,
33682,Contract Systems Analyst (Bid Ref 53795-1),1,1,Others,Contract,10 Apr 2025,01 Jun 2025 to 30 Jun 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay (May be required to provide on-site support to data centers or remote offices in HK),N/A - N/A,"""(T26) 1. To design and manage projects for enhancing the security, availability and performance of the EMSD departmental network;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;1. To keep the operation and maintenance of EMSD departmental network infrastructure and systems smooth;;2. To analyze and interpret user requirements to provide viable solutions and produce the respective proposals and specifications;;3. To research and evaluate different products, tools, and solutions to recommend cost-effective network solutions for enhancing the existing environments;;4. To perform quality control and assurance in network implementations;;5. To perform network troubleshooting, performance analysis and capacity planning;;6. To manage the Contractors and liaise with different parties for achieving the goals of projects through efficient project management skills;;7. To co-operate with junior network engineers to support, operate and maintain the network infrastructure/system of EMSD including but not limited to:;7.1 Internet gateway system;7.2 GNET connection system;7.3 Web Proxy system;7.4 Remote site connection system;7.5 Network Access Control system;7.6 Data Centre Interconnect system;7.7 Core network system;7.8 Network monitoring system;8. To assist in the procurement processes of IT products and services.;9. To lead teammates as required by supervisors for achieving the goals of specific projects/tasks.;10. May be required to provide support during non-office hours upon request.;11. To undertake any other duties as required by supervisors. ;""",5.0,2.0,"""1. Degree or Higher Diploma in Computer subjects or related IT disciplines;;2. At least five (5) years&;#8217; post-qualification information technology experience of which two (2) years must be in a similar post and in a comparable capacity;;3. At least three (3) years in network infrastructure/system support, operate and maintain, preferably with solid experience in enterprise network project design, implementation and management, also the management of Contractor/Vendor;;4. Government project and procurement experience;;5. Strong commitment to project deadline and deliver high quality of work;;6. Creative, analytical, self-initiative, responsive and well-organized;;7. Possession of certifications of CCIE / CISSP / PMP / ITIL is preferable; and;8. Good organization, communication, and interpersonal skills. ;Technical Skills: ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in Networking (NET); ;. At least 4 years' experience in Internet Firewall Technical Support (IFW); ;. At least 3 years' experience in Internet/ Intranet (INT); ;. At least 3 years' experience in Proxy Server (PRS); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 3 years' experience in Virtual LAN/LAN Switching (VLS); ;. At least 3 years' experience in Virtual Private Network (VPN); ;. At least 3 years' experience in Wide Area Network (WAN); ;. At least 3 years' experience in Network Design (NDN); ;. At least 2 years' experience in Wireless and Mobile (WLM); ;. At least 2 years' experience in Router Configuration (ROU); ;. At least 2 years' experience in Network & System Management (NSM); ;. At least 2 years' experience in Intrusion Prevention System (IPS); ;. At least 2 years' experience in IT Security (ITS); ;. At least 2 years' experience in Metro Ethernet (MET). ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in project management (PRM); ;. At least 4 years' experience in vendor management (VMG); ;. At least 3 years' experience in customer service (CLS); ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. At least 3 years' experience in managing Government projects (MGP); ;. At least 2 years' experience in tender preparation and administration (TPA); ;. At least 1.5 years' experience in Government procurement/disposal procedures (GPD). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,27 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33682"")",,,,,,,,,,,,,,,,,CIP,CLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,GPD,,GSS,,,,,,,,IFW,,,,INT,,IPS,,,,,,,ITS,,,,,,,,,,,,,,,,,,,MET,MGP,,,,,,,,,,,NDN,,NET,NSM,,,,,,,,,,,,,,,,,,,,,,,,PRM,,PRS,,,,,,,ROU,,,,,,,SIM,,,,,,,,,,,,TPA,,,,,,,,VLS,VMG,VPN,,,,WAN,,,,,,,,WLM,,,,,,
33817,Contract Systems Analyst (Bid Ref 54033-1),1,1,Others,Contract,16 Apr 2025,02 Jun 2025 to 30 Jul 2026 (13 months),under InfoTech,Government T26 Contract,Cheung Sha Wan,N/A - N/A,"""(T26) Confidential Mail System (CMS) in DPO""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;1. Manage server capabilities in the IT infrastructure of Mobile Confidential Mail Service (MCMS) and Central Audit Trail of Confidential Mail System (CATCMS) to support the project requirements.;2. Provide on-going administration, performance monitoring and maintenance of MCMS and CATCMS servers.;3. Provide support and advice to B/Ds on the use of CMS.;4. Set up and maintain the testing environments and conduct testing for CMS.;5. May need to work outside office hours for production support.;6. Conduct any project related tasks. ;""",4.0,1.0,"""- Solid hands-on experience in setup, implementation and administration of Microsoft Windows Server, Microsoft SQL Server, Microsoft Hyper-V and server certificate management, preferably with experience in CMS in Government, and physical/virtual server backup and restore solutions.;- Experience in setup, implementation and administration of HCL Domino and Notes.;- Experience in setup, implementation and administration of one-time password (OTP) solution and endpoint security solution.;- Experience in setup, implementation and administration of Microsoft Active Directory and other directory services (e.g., LDAP) is an advantage.;- Experience in IT Security, e.g., IDS/IPS, security hardening for Windows server and SQL server, Public Key Infrastructure, decryption/encryption technologies and security risk assessment and audit is an advantage.;- Able to communicate effectively. ;Technical Skills: ;. At least 3 years' experience in Lotus Notes Administration & Technical Support (LON); ;. At least 3 years' experience in Microsoft SQL Server (MSS); ;. At least 3 years' experience in Server Virtualisation Technology (SVT); ;. At least 3 years' experience in Windows Server 2008/2012 (W12); ;. At least 1 year's experience in Endpoint Security Solutions (ESS); ;. 3 years' experience in Confidential Mail System (CMS) is an advantage; ;. 2 years' experience in Microsoft Active Directory Administration (ADA) is an advantage; ;. 1 year's experience in IT Security (ITS) is an advantage; ;. 1 year's experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 1 year's experience in IT Security Scanning Tools (SST) is an advantage. ;Non-technical Skills: ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. Good written English is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33817"")",ADA,,,,,,,,,,,,,,,,,,CMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESS,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,ITS,,,,,,,,,,,,,,,,LON,,,,,,,,,,MSS,,,,,,,,,,,,,,,,,,,OTP,,,,,,,,,,,,,,,,,,,,,,,SAA,,,,,,,,,,,,,SST,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33677,Contract Project Manager (Bid Ref 54118-1),1,1,Others,Contract,09 Apr 2025,19 May 2025 to 15 Mar 2026 (9 months),under InfoTech,Government T26 Contract,Wanchai,N/A - N/A,"""(T26) """"Wi-Fi Connected City Programme"""" - Provision of public Wi-Fi services in the public areas""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;i) To lead a team to liaise with contractors/service providers, venue owners and government departments to implement public Wi-Fi services at smart lampposts, footbridges, parks, promenade and pedestrian tunnels, etc. under Government-funded and public-private collaboration (PPC) arrangement. ;ii) To assess smart lampposts on the feasibility and the cost-effectiveness of providing public Wi-Fi services. ;iii) To liaise with contractors and the vendor of smart lamppost on the technical design, installation and on-going maintenance arrangement to fulfil the related requirements set out by Highways Department. ;iv) To liaise with the owners of smart devices installed / to be installed on smart lampposts to ensure proper share use of common components, if any. ;v) To oversee the project management and implementation of free public Wi-Fi services under the Government-funded and PPC arrangement. ;vi) To provide technical expertise and leadership in the design, integration, installation, configuration and deployment of Wi-Fi services at indoor and outdoor venues with high patronage. ;vii) To handle enquiries/complaints from the public regarding the Government-funded and PPC arranged Wi-Fi services. ;viii) To manage on-going operation of the Government-funded and PPC Wi-Fi services including the monitoring of the availability and performance of the services. ;ix) To provide relevant information and input for the promotion of the Wi-Fi.HK brand. ;""",8.0,2.0,"""i) Good command of both Chinese and English. ;ii) Good writing, communication and organisational skills. ;iii) Good experience in preparing technical guidelines and procedures. ;iv) Good knowledge in Wi-Fi and mobile technologies. ;v) Good knowledge of the local telecommunications regulations, landscape, policies, licensing regime and relevant code of practices and guidelines issued by the relevant authorities. ;vi) Good connection with the telecommunications industry. ;vii) Good experience in contract administration of outsourced projects. ;viii) Solid experience on Wi-Fi deployment at smart lampposts, footbridges, parks, promenade, pedestrian tunnels, etc. is desirable. ;ix) Solid experience in Wi-Fi system for smart lampposts or other smart device implementation. ;x) Work experience with vendors of smart lampposts or smart devices vendor is desirable. ;xi) Knowledge of relevant code of practices, guidelines and procedures for telecommunications industry and government procedures in handling implementation of systems in government venues is desirable. ;Technical Skills: ;. At least 5 years' experience in Network Design (NDN); ;. At least 5 years' experience in Wireless and Mobile (WLM). ;Non-technical Skills: ;. At least 5 years' experience in contract administration (CON); ;. Excellent written English is a must; ;. At least 5 years' experience in project management (PRM); ;. At least 5 years' experience in site preparation (SPE); ;. 5 years' experience in managing Government projects (MGP) is an advantage; ;. 5 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,26 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33677"")",,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGP,,,,,,,,,,,NDN,,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,,,,,,,,,,,,,,,,,,,SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLM,,,,,,
33780,Contract Senior Systems Analyst (Bid Ref 54173-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT Systems and providing technical support for major computer systems of the LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To conduct quality review and system tests on the technical products;;- To carry out database design and administration;;- To provide advice on the tuning of SQL;;- To monitor system performance and perform necessary system tuning to ensure smooth operation of IT systems;;- To ensure an effective and secure data exchange between internal and external systems, and the synchronization of land records among the systems;;- To plan and conduct disaster recovery drill; and;- To provide technical support and participate in the system capacity planning. ;""",14.0,10.0,"""- Good command in verbal and written communication in both English and Chinese;;- Solid hands-on experience in the maintenance and support of online information systems;;- Solid hands-on experience in system/database design and administration under a high-availability system architecture;;- Strong knowledge and experience in using RDBMS products; ;- Good analytical skills and able to work independently; and;- May have to work outside normal office hours to provide production support and maintenance services. ;Technical Skills: ;. At least 8 years' experience in Oracle RDBMS (ODB); ;. At least 6 years' experience in Oracle Database Tuning (ODT); ;. At least 5 years' experience in Oracle Real Application Cluster (OAC); ;. At least 3 years' experience in WebLogic Server Administration (WLG); ;. 6 months' experience in FileNet (FLN) is an advantage; ;. 6 months' experience in Oracle Application Server Admin. and Tuning (OAT) is an advantage; ;. 6 months' experience in UNIX System Administration (UNA) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in IT procurement (PRO); ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 14 years' post-qualification experience in which at least 10 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33780"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLN,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAC,OAT,ODB,ODT,,,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNA,,,,,,,,,,,,,,,,,,WLG,,,,,,,
33706,Contract Systems Analyst (Bid Ref 54099-1),1,1,Others,Contract,10 Apr 2025,02 Jun 2025 to 28 Feb 2026 (8 months),under InfoTech,Government T26 Contract,"Tseung Kwan O, Wanchai, and occasionally working at various Immigration offices and control points.",N/A - N/A,"""(T26) To support the enhancement scheduled in 2025/26 for the Administrative Network (AN) infrastructure including network setup in supporting the IT systems of ImmD with new administrative initiatives.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ImmD; ;To carry out various enhancement and subsequent 7x24 on-call support for ImmD's AN which include: ;- implement and administrate the enterprise grade network infrastructure connecting various security zones on AN; ;- provide network setup at new ImmD HQ to support IT systems of ImmD; ;- provide technical advice to various IT systems of ImmD in network perspective; and ;- other duties assigned by supervisor. ;""",4.0,1.0,"""The candidate shall possess the following essential technical skills: ;(a) solid experience in supporting enterprise grade Cisco Nexus 7000 series, Cisco 7200 series and 6800 series network equipment, as well as solid experience in supporting Huawei network products; ;(b) well-versed in configuring and supporting Internet firewall including Fortinet FortiGate, Huawei and Juniper; ;(c) solid experience in designing and building multi-site network with high resilience; and ;(d) experience in site preparation and network infrastructure setup in remote offices. ; ;Criminal record check will be required. ;Technical Skills: ;. At least 3 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 2 years' experience in Huawei VRP & Huawei Products (HAU); ;. At least 2 years' experience in Internet Firewall Technical Support (IFW). ;Non-technical Skills: ;. At least 2 years' experience in the management and support of Government systems and services (GSS); ;. At least 1 year's experience in site preparation (SPE); ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,27 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33706"")",,,,,,,,,,,,,,,,,CIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,HAU,,,,,,IFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33730,Contract Systems Analyst (Bid Ref 54214-1),1,1,Others,Contract,15 Apr 2025,01 Jun 2025 to 30 Nov 2025 (5 months),under InfoTech,Government T26 Contract,Kai Tak,N/A - N/A,"""(T26) System design, implementation, support and maintenance of cloud virtualization platforms, Windows and Linux servers, SAN storages, backup/restore, and disaster recovery (DR) solutions, as well as support for cloud migration projects.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the IRD; ;(1) To support different components (including virtualization platform, SAN storages, backup/restore solution, DR solution, etc.) of a private cloud platform; ;(2) To support the DR drills and security risk assessment of the private cloud platform; ;(3) To provide on-going technical support to application teams on application deployment, WAF configuration, problem solving and performance tuning; ;(4) To provide support on cloud migration projects; ;(5) To assist the supervisor to prepare the technical requirement specifications of the procurement of system equipment and services; and ;(6) To perform any other tasks assigned by supervisors. ;""",6.0,2.0,"""(1) The candidate shall have work experience in implementing at least one private cloud project with at least 100 virtual machines (VMs). ;(2) The candidate shall have solid hands-on experience in the system support of following areas: ; (a) VMware Cloud virtualization platform; ; (b) Host servers, SAN storages and switches; and ; (c) Windows and Linux servers. ;(3) The candidate shall have work experience in implementing and supporting IT projects/systems using public cloud services, e.g. AWS, Microsoft Azure, Alibaba Cloud, Huawei Cloud Stack Online. ;(4) The candidate shall have knowledge in DPO's central infrastructure services, e.g. Government Cloud Infrastructure Services (GCIS). ;(5) Candidates with knowledge in Kubernetes and Docker are preferred. ;(6) Holders of VMWare Certified Professional (VCP) will be an advantage. ;Technical Skills: ;. At least 5 years' experience in Storage Area Network (SAN); ;. At least 5 years' experience in Server Virtualisation Technology (SVT); ;. At least 3 years' experience in Linux System Administration (LIN); ;. At least 2 years' experience in IT Security (ITS); ;. At least 2 years' experience in Data/File Backup Technology (DFT); ;. 1 year's experience in Disaster Recovery Planning (DRP) is an advantage; ;. 1 year's experience in Internet Firewall Technical Support (IFW) is an advantage. ;Non-technical Skill: ;. At least 1 year's experience in Government information system strategy study/review (GSR). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,01 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33730"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFT,,,,,,DRP,,,,,,,,,,,,,,,,GCIS,,,,,GSR,,,,,,,,,IFW,,,,,,,,,,,,,ITS,,,,,,,,,,,,,LIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAN,,,,,,,,,,,,,,SVT,,,,,,,,,,VCP,,,,,,,,,,,,,,,,,,,,,
33813,Contract Systems Analyst (Bid Ref 54256-1),1,1,Application Development,Contract,16 Apr 2025,01 Jun 2025 to 31 May 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon City,N/A - N/A,"""(T26) To provide application development and support for IT systems of ER&PMB and CHP of DH""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DH; ;Responsible for system support, maintenance and enhancement of in-house application systems for Emergency Response and Programme Management Branch (ER&PMB) and Centre for Health Protection (CHP). The duties include to:;(a) perform problem diagnosis and program fixing;;(b) perform physical design and specify program components for system enhancements;;(c) prepare and conduct system testing;;(d) produce system documentation;;(e) supervise analyst programmers to perform program development and system testing;;(f) perform on call support duty; and;(g) perform tasks as assigned by supervisor.;;Normal Working Hours: Mon: 0900-1800; Tue-Fri: 0900-1745 ;""",4.0,1.0,"""The candidate should;(1) possess experience in:;- SA&D, application development and testing;- application development using Java programming language;- web services including APIs, RESTful services, etc.;- SQL ;- Web Hosting and Maintenance;(2) be able to communicate in Cantonese and English and can read/write Chinese and English;(3) follow prevailing infection control measures as required by the government. ;Technical Skills: ;. At least 2 years' experience in IT Application Development and Management (ADM); ;. At least 2 years' experience in JAVA Programming (JAV); ;. At least 2 years' experience in Structured Query Language (SQL); ;. At least 2 years' experience in Web Hosting, Design and Maintenance (WED); ;. At least 2 years' experience in Web Services (WSV). ;Non-technical Skills: ;. At least 6 months' experience in the management and support of Government systems and services (GSS); ;. At least 6 months' experience in public health informatics (PHI). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33813"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,JAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,WED,,,,,,,,,WSV,
