33911,Contract Systems Analyst (Bid Ref 54361-1),1,1,Others,Contract,30 Apr 2025,01 Jun 2025 to 31 Jul 2026 (14 months),under InfoTech,Government T26 Contract,Wong Chuk Hang,N/A - N/A,"""(T26) System implementation of Phase 3 of Trade Single Window""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDB; ;1. To provide support and advice on system implementation activities such as system integration test, user acceptance test, resilience testing, reliability testing, etc.; ;2. To coordinate with DPO teams, B/Ds and contractor(s) on system implementation and system rollout; ;3. To monitor the performance of outsourced contractor(s); ;4. To carry out other duties as assigned by the supervisor. ;""",6.0,2.0,"""The candidate should possess: ;- solid implementation experience in GCIS services and system administrations; ;- sound technical knowledge on web application firewall, web services configurations, Redhat Linux, Windows and database administration, web servers, etc.; ;- sound knowledge on IT security; ;- experience in working in HKSARG. ;Experience in the following areas is an advantage: ;- hands-on experience in cloud environment such as IaaS and PaaS; ;- solid experience in monitoring outsourced contractor(s). ;The candidate should also: ;- be a team-player with good communication and interpersonal skills; ;- have strong sense of analytical and problem solving skills; ;- be hard-working and self-motivated with positive attitude. ; ;Security vetting is required. ;Technical Skills: ;. At least 6 years' experience in Infrastructure (INF); ;. At least 6 years' experience in Network & System Management (NSM); ;. At least 4 years' experience in Server Virtualisation Technology (SVT); ;. At least 4 years' experience in IT Security (ITS); ;. At least 4 years' experience in EGIS (EGI). ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 4 years' experience in Government procurement/disposal procedures (GPD); ;. At least 4 years' experience in IT service/outsourcing management (OUT). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,16 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33911"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGI,,,,,,,,GOV,GPD,,,,,,,,,,,,,,INF,,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,NSM,,,,,,,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33958,Contract Systems Analyst (Bid Ref 54405-1),1,1,Application Development,Contract,07 May 2025,02 Jun 2025 to 31 Aug 2025 (2 months),under InfoTech,Government T26 Contract,"Housing Authority Headquarters, 33 Fat Kwong Street, Homantin",N/A - N/A,"""(T26) Implementation, enhancement and support for a web-based and mobile application in Housing Department.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;To participate in the implementation and enhancement projects for the web-based and mobile application including requirements collection, system analysis and design, application development, testing and program deployment, etc. ;To lead programmers for providing enhancement, maintenance and support services. ;To liaise with end users and internal IT support teams for project implementation and maintenance support services. ;""",10.0,1.0,"""Proficient in web and mobile application development using J2EE and Oracle database. ;Good analytical, communication (verbal and written) and interpersonal skills. ;Hand-on experience on open source tools (Eclipse, Jenkins, Apache JMeter, Gitea) is an advantage. ;Works under minimal supervision and performs duties independently. ;Technical Skills: ;. At least 8 years' experience in J2EE Development (JDE); ;. At least 7 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 6 years' experience in Oracle RDBMS (ODB); ;. 1 year's experience in Wireless and Mobile (WLM) is an advantage. ;Non-technical Skill: ;. 2 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,23 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33958"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLM,,,,,,
33954,Contract Systems Analyst (Bid Ref 54390-1),1,1,Application Development,Contract,06 May 2025,15 May 2025 to 31 Oct 2025 (5 months),under InfoTech,Government T26 Contract,"Homantin, Kowloon",N/A - N/A,"""(T26) New System Development""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;- To perform requirement collection, system analysis & design, development and testing; ;- To review and / or prepare SDLC documentation; and ;- To perform any other tasks as assigned by supervisors. ;""",6.0,2.0,"""- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- Possess the following skills and hands-on experience: ;. At least 2 years of experience as Systems Analyst and 6 years of experience in IT; ;. Solid experience in JAVA web application development; ;. Solid experience in SQL; ;. Solid experience in Linux System Administration. ; ;Technical Skills: ;. At least 3 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 3 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in Linux System Administration (LIN); ;. At least 3 years' experience in Structured Query Language (SQL). ; ;Non-technical Skill: ;. At least 2 years' experience in work with the Government (GOV). ; ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,22 Apr 2025,itcareer@infotech.com.hk,3978 8022,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33954"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,JAP,,,,,,,LIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33944,Contract Systems Analyst (Bid Ref 54200-1),1,2,Others,Contract,02 May 2025,12 Jun 2025 to 30 Sep 2025 (3 months),under InfoTech,Government T26 Contract,Hong Kong Island,N/A - N/A,"""(T26) Major Programme to Promote and Support IT Innovation Lab in Schools""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;The main job duties are as follows : ;- Provide helpdesk support and professional advice to schools to assist them in organising and conducting IT related activities, such as activity design, procurement of hardware/software/cloud service and training course, etc. ;- Coordinate inter-school activity, support promotion activities and pay visits to participating schools if needed ;- Maintain and support e-portal, and develop and support e-submission channel ;- Process and compile statistics from the e-submission forms ;- Maintain an existing e-portal for receiving and processing applications for funding from schools ;- Coordinate with hardware/software/cloud service suppliers and IT learning course providers to maintain content of the e-portal ;- Product evaluations to support IT related activity ;- Process and compile statistics from the Progress and Completion Reports from schools ;- Any other duties assigned by the supervisors ;""",4.0,1.0,"""- Sound experience in providing helpdesk support and/or consultancy services ;- Experience in handling of funding application of government funding scheme is preferable ;- Working experience in providing technical support for schools IT-related activities project is preferable ;- Knowledge of emerging technologies e.g. artificial intelligence, blockchain, cloud services, big data, Internet of Things, information security, mobile app programming, robotics building / coding, etc. is preferable ;- Experience in web programming, e.g. html5, php, etc. is a must ;- Experience in Excel Macao programming and MySQL is preferable ;- Experience in organising events (such as exhibition, seminar, etc.) and providing event support is preferable ;- Good communication and interpersonal skills ;- Good command of Chinese and English including oral and writing ;- May be required to work outside normal office hour ;Technical Skills: ;. At least 2 years' experience in Web Programming (WEB); ;. At least 1 year's experience in Web Hosting, Design and Maintenance (WED); ;. At least 1 year's experience in HTML5 (HT5); ;. At least 1 year's experience in JavaScript Programming (JAP); ;. At least 1 year's experience in PHP programming (PHP); ;. At least 1 year's experience in System Implementation and Maintenance/Support (SIM); ;. 1 year's experience in IT Application Development and Management (ADM) is an advantage; ;. 1 year's experience in Electronic Form (EFM) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in customer service (CLS); ;. At least 1 year's experience in customer relations (ECR); ;. At least 1 year's experience in helpdesk call handling (HDT); ;. 1 year's experience in IT in the community e.g. promote the use of IT/IT awareness (ITC) is an advantage; ;. 1 year's experience in managing Government projects (MGP) is an advantage; ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in IT advisory and promotion, e.g. exhibition, publication (APR) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33944"")",,ADM,APR,,,,,,,,,,,,,,,,,,,,,CLS,,,,,,,,,,,,,,,ECR,EFM,,,,,,,,,GOV,,,,,,,HDT,,,,,,,,,,,,,,,ITC,,,,,,JAP,,,,,,,,,,,,,MGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,WEB,WED,,,,,,,,,
33918,Contract Systems Analyst (Bid Ref 54327-1),1,1,Others,Contract,02 May 2025,01 Jul 2025 to 30 Jun 2026 (12 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) - To design, implement, rollout, administrate and support the enterprise infrastructure of Force's mission-critical mid-range web application systems.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;- Provide Database and Application & Integration Middleware Support for all mid-range systems in the Force;;- Be responsible for design, implementation and rollout of the enterprise infrastructure including Oracle Database, Sybase Adaptive Server and IBM WebSphere; and;- Be responsible for administration and support of the enterprise infrastructure using Unix Shell script. ;""",9.0,5.0,"""- To possess solid knowledge and experience in the implementation and support of mission-critical mid-range web-application systems with Oracle Database, Sybase and IBM WebSphere;;- To provide first line support on a roster basis;;- To apply patches to systems, i.e. Oracle, Sybase, IBM WebSphere, etc;;- To handle production incident timely;;- To resolve problems;;- To provide technical advice to project teams;;- To provide other services when required; and;- Experience in container platform is an advantage.;(Security vetting is required before candidate reports for duty) ;Technical Skills: ;. At least 8 years' experience in Oracle Real Application Cluster (OAC); ;. At least 8 years' experience in Oracle RDBMS (ODB); ;. At least 8 years' experience in Sybase (SYB); ;. At least 8 years' experience in Websphere Application Server Administration (WAA). ;Non-technical Skill: ;. At least 8 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33918"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAC,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYB,,,,,,,,,,,,WAA,,,,,,,,,,,,,,,
33921,Contract Project Manager (Bid Ref 54339-1),1,1,Others,Contract,02 May 2025,01 Jul 2025 to 30 Apr 2026 (10 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) Project Implementation and Ongoing Support of Computer Assisted Command and Control Systems (CACCSs) of the Hong Kong Police Force""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;1. To lead with hands-on participation as necessary in project implementation and ongoing support of systems of CACCS of the Hong Kong Police Force;;2. To work on CACCS in relation to the next generation communications system;;3. To oversee schedule and budget;;4. To monitor the performance of contractors and perform quality assurance on deliverables;;5. To identify potential project risks and devise mitigation measures; and;6. To perform other duties as assigned by supervisors. ;""",8.0,2.0,"""The candidate shall have solid hands-on working experience in the following aspects:;1. System design, implementation and on-going support of computer-aided dispatch (CAD) system (candidates without CAD working experience will NOT be considered);;2. Project management and/or service management on mission critical system(s); and;3. Monitoring and coordinating with users, technical teams and Contractors.;;Working business knowledge of disciplined services in the Hong Kong SAR Government is preferred.;Security vetting is required. ;Technical Skills: ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in Multi-vendor Mission Critical System (MCS). ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in project management (PRM); ;. 1 year's experience in vendor management (VMG) is an advantage; ;. 1 year's experience in people management (PMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33921"")",,ADM,,,,,,,,,,,,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMG,,,PRM,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,VMG,,,,,,,,,,,,,,,,,
33963,Contract Senior Systems Analyst (Bid Ref 54406-1),1,1,Application Development,Contract,08 May 2025,02 Jun 2025 to 31 Dec 2025 (6 months),under InfoTech,Government T26 Contract,Homantin,N/A - N/A,"""(T26) Implementation of Asset Management System (AMS)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;- To manage contractor(s) to enhance estate maintenance module of existing Enterprise Resource Planning (ERP) System, and integrate with finance, procurement and estate services modules of ERP System and AMS;;- To participate and contribute in project stages including but not limited to user requirement collection, system design & analysis, development, testing, user training, nursing, maintenance and support services for ERP System and AMS;;- To support system analysis and functional design;;- To support functional tests, system integration tests and regression tests;;- To support users to perform user acceptance test; and;- To carry out any other associated duties as required. ;""",12.0,6.0,"""- Must have at least 12 years of working experience in IT;;- Must have at least 6 years hands-on experience in ERP System including but not limit to finance and procurement modules, e.g. SAP MM and FICO;;- Experience in system integration between ERP and other mission critical systems e.g. IDOC, BAPI and Web Services;;- Possess at least 3 full cycles SAP ERP rollout/revamp experience is an advantage;;- Experience in enterprise asset management is an advantage;;- Experience in working in Government is an advantage;;- Good command of English and Chinese; and;- Strong negotiation, communication and interpersonal skills. ;Technical Skills: ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in Enterprise Resource Planning System (ERP); ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 2 years' experience in Enterprise Application Integration (EAI). ;Non-technical Skills: ;. At least 2 years' experience in Business Process Modeling (BPM); ;. 2 years' experience in work with the Government (GOV) is an advantage; ;. 2 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,24 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33963"")",,ADM,,,,,,,,,,,,BPM,,,,,,,,,,,,,,,,,,,,,,,,EAI,,,,,ERP,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,VMG,,,,,,,,,,,,,,,,,
33923,Contract Senior Systems Analyst (Bid Ref 54323-1),1,1,Application Development,Contract,02 May 2025,01 Jun 2025 to 30 Nov 2025 (5 months),under InfoTech,Government T26 Contract,San Po Kong (Kai Tak) or other Government offices if required,N/A - N/A,"""(T26) Enhancement and on-going support for e-Services and application systems of TID""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TID; ;- To support Oracle database administration for development, user acceptance test, production ;- To perform database capacity planning, healthiness monitoring and on-going tuning ;- To plan, implement, review and test the backup and recovery of databases ;- To evaluate and recommend database fixes and patches and coordinates with project teams for required development, user acceptance testing, production deployment ;- To implement and enforce data standards and security guidelines of databases ;- To conduct system analysis and design for enhancements of systems ;- To lead subordinates for on-going support and enhancements for systems ;- To prepare and conduct system testing and user acceptance ;- To develop house-keeping jobs for security control, job accounting, system and data backup, and media management purposes ;- To carry out quality control and quality assurance, and project management duties ;""",8.0,6.0,"""Candidates must have leading role experiences in database administration, application development and support. They must be knowledgeable and experienced in system analysis and design and Oracle database. They must be proficient and with solid hands-on experience in Java servlet programming, Java application frameworks (e.g. Struts), WebSphere Application Server and Oracle database administration and tuning. Working experience on Chinese computing, reporting tools (such as Crystal Reports and iText) and Unix/Linux shell scripting is desirable. ;Technical Skills: ;. At least 8 years' experience in Oracle RDBMS (ODB); ;. At least 8 years' experience in Oracle Database Tuning (ODT); ;. At least 6 years' experience in WebSphere Application Server (WAS); ;. At least 6 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 6 years' experience in Java Servlet Programming (JSP); ;. 6 years' experience in JavaScript Programming (JAP) is an advantage; ;. 6 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 4 years' experience in Reporting (Crystal Report, iReport) (REP) is an advantage; ;. 4 years' experience in Chinese Computing Standards, eg.HKSCS,Big5,Unicode (CCS) is an advantage. ;Non-technical Skill: ;. 4 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33923"")",,,,,,,,,,,,,,,,,CCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,JAP,,,,JSP,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,ODT,,,,,,,,,,,,,,,,,,,,,REP,,,,,,,,,,,,,,,,,,,,,,,ULS,,,,,,,,,WAS,,,,,,,,,,,,
33913,Contract Systems Analyst (Bid Ref 54370-1),1,1,Others,Contract,25 Apr 2025,01 Jun 2025 to 31 Jan 2027 (20 months),under InfoTech,Government T26 Contract,"Wan Chai, Hong Kong",N/A - N/A,"""(T26) Manage network infrastructure upgrade projects and provide departmental support to the network infrastructure and network security of Water Supplies Department""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WSD; ;1. Implement network infrastructure related ACPC projects ;2. Prepare and conduct system testing and user acceptance for the ACPC projects ;3. Conduct and co-ordinate Security Risk Assessment and Audit of the ACPC projects ;4. Participate in the funding application, tendering and procurement of other infrastructure related projects ;5. Perform project management and coordination of other infrastructure related projects ;6. Support the backbone network and security equipment including network core switches, routers, access switches, firewalls, Intrusion Prevention System, and Virtual Private Network equipment, etc. ;7. Support wide area network connecting the GNET and remote offices ;8. Support the Open Source Departmental Portal (OSDP) ;9. Support the private cloud infrastructure ;10. Support in security information and event management (SIEM) ;""",8.0,4.0,"""- solid experience in contractor management ;- solid experience in project management ;- solid experience in supporting CISCO, H3C, Fortinet, and various Firewalls and VPN products ;- well-versed in configuring security products including firewalls, Intrusion Prevention, and anti-virus software ;- well-versed in CISCO and H3C network routers and switches configuration ;- possess knowledge and experience in administration of servers and network equipment ;Technical Skills: ;. At least 4 years' experience in Infrastructure (INF); ;. At least 4 years' experience in IT Security (ITS); ;. At least 4 years' experience in Networking (NET); ;. At least 4 years' experience in Server Virtualisation Technology (SVT); ;. At least 4 years' experience in Wide Area Network (WAN). ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in project management (PRM); ;. At least 2 years' experience in site preparation (SPE); ;. At least 2 years' experience in tender preparation and administration (TPA); ;. At least 2 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,16 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33913"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,INF,,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,NET,,,,,,,,,,,,,,,,,,,,,,,,PRM,,,,,,,,,,,,,,,SPE,,,,,,SVT,,,,,TPA,,,,,,VMG,,,WAN,,,,,,,,,,,,,,
33942,Contract Systems Analyst (Bid Ref 54387-1),1,1,Others,Contract,02 May 2025,01 Jun 2025 to 31 Jul 2025 (2 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Carry out IT infrastructure project implementation and provide system maintenance support""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Responsible for infrastructure support, hardware and software setup, system implementation, system management, maintenance, technical advice and quality assurance ;(b) Responsible for ensuring the quality and coverage of deliverables produced by the maintenance contractors meeting the requirement and scope of the projects ;(c) Carry out system administration and support including without limitation to Windows and Linux servers and network equipment ;(d) Research and study on latest technology and advise on technical feasibility ;(e) Monitor and execute upgrade of system software and equipment ;(f) Perform any other duties (e.g. on-call duties during non-office hours, weekends and public holidays) as may be required from time to time relevant to the implementation and support of the above and any other systems of the department ;""",6.0,1.0,"""Candidates must possess: ;(a) at least 4 years' post-qualification experience in system administrative activities for Windows servers; ;(b) at least 2 years' experience in supporting virtualization environment; ;(c) at least 1 year's experience in supporting network equipment ;Technical Skills: ;. At least 4 years' experience in Windows Server 2008/2012 (W12); ;. At least 3 years' experience in Anti-Virus Technology (AVT); ;. At least 3 years' experience in System Backup Operation (BKO); ;. At least 2 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 2 years' experience in Server Virtualisation Technology (SVT); ;. At least 1 year's experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 1 year's experience in Internet Firewall Technical Support (IFW); ;. 2 years' experience in Disaster Recovery Planning (DRP) is an advantage; ;. 2 years' experience in System Backup with Bightstor ArcServe (BAS) is an advantage; ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in Oracle RDBMS (ODB) is an advantage; ;. 2 years' experience in Storage Area Network (SAN) is an advantage; ;. 1 year's experience in MySQL (MSQ) is an advantage; ;. 1 year's experience in Oracle Real Application Cluster (OAC) is an advantage; ;. 1 year's experience in Web Analytics Service (WAP) is an advantage; ;. 1 year's experience in Website Administration (WEA) is an advantage; ;. 1 year's experience in XML (XML) is an advantage; ;. 1 year's experience in Apache Web Server (AWS) is an advantage; ;. 1 year's experience in Intrusion Prevention System (IPS) is an advantage; ;. 1 year's experience in Tomcat Application Server (TOM) is an advantage. ;Non-technical Skills: ;. Good written English is a must; ;. At least 1.5 years' experience in the management and support of Government systems and services (GSS); ;. Good spoken English is a must; ;. At least 1.5 years' experience in work with the Government (GOV); ;. 2 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 1 year's experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 1 year's experience in customer service (CLS) is an advantage; ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33942"")",ADA,,,,,AVT,AWS,BAS,,,,BKO,,,,,,,,CIP,,,,CLS,,,,,,,,,,,,DRP,,,,,,,,,,,,,GOV,GPD,GSS,,,,,,,,,,,IFW,,,,IPS,,,,,,,,,,,,,,,,,,LIN,,,,,,,,,,MSQ,,,,,,,,OAC,,,,,ODB,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,SAN,,,,,,,,,,,SVT,,,,TOM,,,,,,,,,,,WAP,,WEA,,,,,,,,,,,XML
33920,Contract Systems Analyst (Bid Ref 54331-1),1,1,Others,Contract,02 May 2025,01 Jul 2025 to 31 Mar 2026 (9 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) - Provide Windows System Support for all Windows systems in the Force.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;- To design, implement, rollout, administrate and support the Force's mission-critical Windows systems and related hardware and software; and;- To provide infrastructure design and product / solution evaluation & recommendation for enterprise infrastructure. ;""",11.0,5.0,"""a) To possess solid knowledge and experience in the implementation and support of mission-critical systems and IT Infrastructure on Windows server platform including virtualization;b) To provide first line support on a roster basis;c) To apply patches to systems;d) To handle production incident timely;e) To resolve problems;f) To provide technical advice to project team;g) To provide other services when required; and;h) Knowledge in Software Defined Network (SDN) is an advantage.;(Security vetting is required before candidate reports for duty) ;Technical Skills: ;. At least 7 years' experience in System Backup with Bightstor ArcServe (BAS); ;. At least 7 years' experience in Server Virtualisation Technology (SVT); ;. At least 7 years' experience in Technical Architectural Support (TAS); ;. At least 7 years' experience in Windows Server 2008/2012 (W12); ;. At least 7 years' experience in Windows NT Server Administration & Network Support (WNT). ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 6 years' experience in IT procurement (PRO); ;. At least 6 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 11 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33920"")",,,,,,,,BAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,SDN,,,,,,,,,SVT,,TAS,,,,,,,,,VMG,,,,,,,,,,,,,,WNT,,,
